Date,Year,Month,Month number,Quarter,Weekday,Draw index,Balls,LuckyStars,Ball sum,Low ball count,High ball count,Odd ball count,Even ball count,Birthday ball count,Consecutive pairs,Star sum,Jackpot prize GBP,UK jackpot winners,Total jackpot winners,Jackpot won,Rollover count,Winning ticket information,Ball set,Ball machine,Result URL,Fetch error
2017-06-27,2017,June,6,Q2,Tuesday,1019,"[9, 17, 21, 28, 45]","[1, 3]",120,3,2,4,1,4,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-06-2017,HTTP Error 403: Forbidden
2017-06-30,2017,June,6,Q2,Friday,1020,"[17, 35, 39, 47, 50]","[6, 8]",188,1,4,4,1,1,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-06-2017,HTTP Error 403: Forbidden
2017-07-04,2017,July,7,Q3,Tuesday,1021,"[10, 22, 25, 37, 49]","[5, 8]",143,3,2,3,2,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-07-2017,HTTP Error 403: Forbidden
2017-07-07,2017,July,7,Q3,Friday,1022,"[11, 20, 35, 37, 45]","[3, 6]",148,2,3,4,1,2,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-07-2017,HTTP Error 403: Forbidden
2017-07-11,2017,July,7,Q3,Tuesday,1023,"[14, 22, 26, 42, 50]","[8, 10]",154,2,3,0,5,3,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-07-2017,HTTP Error 403: Forbidden
2017-07-14,2017,July,7,Q3,Friday,1024,"[11, 14, 20, 21, 47]","[7, 10]",113,4,1,3,2,4,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-07-2017,HTTP Error 403: Forbidden
2017-07-18,2017,July,7,Q3,Tuesday,1025,"[1, 25, 27, 41, 45]","[5, 7]",139,2,3,5,0,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-07-2017,HTTP Error 403: Forbidden
2017-07-21,2017,July,7,Q3,Friday,1026,"[1, 8, 9, 26, 49]","[5, 9]",93,3,2,3,2,4,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-07-2017,HTTP Error 403: Forbidden
2017-07-25,2017,July,7,Q3,Tuesday,1027,"[12, 14, 43, 44, 48]","[2, 11]",161,2,3,1,4,2,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-07-2017,HTTP Error 403: Forbidden
2017-07-28,2017,July,7,Q3,Friday,1028,"[5, 9, 29, 31, 41]","[2, 4]",115,2,3,5,0,4,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-07-2017,HTTP Error 403: Forbidden
2017-08-01,2017,August,8,Q3,Tuesday,1029,"[14, 21, 24, 29, 30]","[8, 10]",118,3,2,2,3,5,1,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-08-2017,HTTP Error 403: Forbidden
2017-08-04,2017,August,8,Q3,Friday,1030,"[29, 30, 36, 40, 41]","[2, 9]",176,0,5,2,3,2,2,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-08-2017,HTTP Error 403: Forbidden
2017-08-08,2017,August,8,Q3,Tuesday,1031,"[15, 25, 26, 40, 41]","[4, 5]",147,2,3,3,2,3,2,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-08-2017,HTTP Error 403: Forbidden
2017-08-11,2017,August,8,Q3,Friday,1032,"[18, 28, 39, 46, 48]","[5, 12]",179,1,4,1,4,2,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-08-2017,HTTP Error 403: Forbidden
2017-08-15,2017,August,8,Q3,Tuesday,1033,"[10, 14, 30, 35, 46]","[4, 10]",135,2,3,1,4,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-08-2017,HTTP Error 403: Forbidden
2017-08-18,2017,August,8,Q3,Friday,1034,"[2, 24, 39, 42, 45]","[2, 8]",152,2,3,2,3,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-08-2017,HTTP Error 403: Forbidden
2017-08-22,2017,August,8,Q3,Tuesday,1035,"[3, 10, 12, 17, 27]","[3, 5]",69,4,1,3,2,5,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-08-2017,HTTP Error 403: Forbidden
2017-08-25,2017,August,8,Q3,Friday,1036,"[1, 5, 7, 15, 47]","[9, 12]",75,4,1,5,0,4,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-08-2017,HTTP Error 403: Forbidden
2017-08-29,2017,August,8,Q3,Tuesday,1037,"[4, 12, 15, 32, 38]","[1, 5]",101,3,2,1,4,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-08-2017,HTTP Error 403: Forbidden
2017-09-01,2017,September,9,Q3,Friday,1038,"[3, 7, 8, 14, 49]","[5, 8]",81,4,1,3,2,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-09-2017,HTTP Error 403: Forbidden
2017-09-05,2017,September,9,Q3,Tuesday,1039,"[6, 9, 18, 28, 29]","[1, 9]",90,3,2,2,3,5,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-09-2017,HTTP Error 403: Forbidden
2017-09-08,2017,September,9,Q3,Friday,1040,"[9, 24, 42, 47, 49]","[1, 5]",171,2,3,3,2,2,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-09-2017,HTTP Error 403: Forbidden
2017-09-12,2017,September,9,Q3,Tuesday,1041,"[10, 17, 27, 29, 35]","[4, 11]",118,2,3,4,1,4,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-09-2017,HTTP Error 403: Forbidden
2017-09-15,2017,September,9,Q3,Friday,1042,"[13, 18, 37, 44, 49]","[9, 12]",161,2,3,3,2,2,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-09-2017,HTTP Error 403: Forbidden
2017-09-19,2017,September,9,Q3,Tuesday,1043,"[1, 8, 21, 30, 45]","[2, 3]",105,3,2,3,2,4,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-09-2017,HTTP Error 403: Forbidden
2017-09-22,2017,September,9,Q3,Friday,1044,"[6, 11, 31, 39, 42]","[1, 3]",129,2,3,3,2,3,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-09-2017,HTTP Error 403: Forbidden
2017-09-26,2017,September,9,Q3,Tuesday,1045,"[1, 29, 40, 41, 48]","[6, 12]",159,1,4,3,2,2,1,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-09-2017,HTTP Error 403: Forbidden
2017-09-29,2017,September,9,Q3,Friday,1046,"[7, 18, 19, 32, 48]","[3, 7]",124,3,2,2,3,3,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-09-2017,HTTP Error 403: Forbidden
2017-10-03,2017,October,10,Q4,Tuesday,1047,"[6, 24, 32, 48, 50]","[1, 5]",160,2,3,0,5,2,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-10-2017,HTTP Error 403: Forbidden
2017-10-06,2017,October,10,Q4,Friday,1048,"[1, 9, 15, 19, 25]","[1, 7]",69,5,0,5,0,5,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-10-2017,HTTP Error 403: Forbidden
2017-10-10,2017,October,10,Q4,Tuesday,1049,"[4, 21, 34, 36, 37]","[3, 6]",132,2,3,2,3,2,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-10-2017,HTTP Error 403: Forbidden
2017-10-13,2017,October,10,Q4,Friday,1050,"[23, 29, 37, 45, 50]","[5, 11]",184,1,4,4,1,2,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-10-2017,HTTP Error 403: Forbidden
2017-10-17,2017,October,10,Q4,Tuesday,1051,"[13, 17, 19, 26, 36]","[2, 3]",111,3,2,3,2,4,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-10-2017,HTTP Error 403: Forbidden
2017-10-20,2017,October,10,Q4,Friday,1052,"[4, 17, 23, 27, 30]","[3, 8]",101,3,2,3,2,5,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-10-2017,HTTP Error 403: Forbidden
2017-10-24,2017,October,10,Q4,Tuesday,1053,"[9, 11, 13, 27, 33]","[7, 10]",93,3,2,5,0,4,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-10-2017,HTTP Error 403: Forbidden
2017-10-27,2017,October,10,Q4,Friday,1054,"[3, 16, 23, 32, 39]","[1, 4]",113,3,2,3,2,3,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-10-2017,HTTP Error 403: Forbidden
2017-10-31,2017,October,10,Q4,Tuesday,1055,"[1, 12, 36, 43, 46]","[3, 5]",138,2,3,2,3,2,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-10-2017,HTTP Error 403: Forbidden
2017-11-03,2017,November,11,Q4,Friday,1056,"[5, 12, 17, 33, 41]","[4, 9]",108,3,2,4,1,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-11-2017,HTTP Error 403: Forbidden
2017-11-07,2017,November,11,Q4,Tuesday,1057,"[7, 19, 20, 37, 41]","[2, 12]",124,3,2,4,1,3,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-11-2017,HTTP Error 403: Forbidden
2017-11-10,2017,November,11,Q4,Friday,1058,"[13, 22, 29, 36, 37]","[1, 9]",137,2,3,3,2,3,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-11-2017,HTTP Error 403: Forbidden
2017-11-14,2017,November,11,Q4,Tuesday,1059,"[14, 16, 39, 40, 41]","[8, 10]",150,2,3,2,3,2,2,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-11-2017,HTTP Error 403: Forbidden
2017-11-17,2017,November,11,Q4,Friday,1060,"[20, 26, 35, 36, 42]","[5, 12]",159,1,4,1,4,2,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-11-2017,HTTP Error 403: Forbidden
2017-11-21,2017,November,11,Q4,Tuesday,1061,"[2, 10, 14, 28, 31]","[5, 7]",85,3,2,1,4,5,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-11-2017,HTTP Error 403: Forbidden
2017-11-24,2017,November,11,Q4,Friday,1062,"[19, 24, 28, 30, 50]","[3, 10]",151,2,3,1,4,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-11-2017,HTTP Error 403: Forbidden
2017-11-28,2017,November,11,Q4,Tuesday,1063,"[1, 6, 12, 18, 42]","[2, 7]",79,4,1,1,4,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-11-2017,HTTP Error 403: Forbidden
2017-12-01,2017,December,12,Q4,Friday,1064,"[5, 24, 29, 35, 46]","[11, 12]",139,2,3,3,2,3,0,23,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-12-2017,HTTP Error 403: Forbidden
2017-12-05,2017,December,12,Q4,Tuesday,1065,"[11, 36, 43, 44, 48]","[2, 7]",182,1,4,2,3,1,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-12-2017,HTTP Error 403: Forbidden
2017-12-08,2017,December,12,Q4,Friday,1066,"[4, 22, 30, 32, 34]","[3, 4]",122,2,3,0,5,3,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-12-2017,HTTP Error 403: Forbidden
2017-12-12,2017,December,12,Q4,Tuesday,1067,"[20, 37, 39, 44, 50]","[4, 8]",190,1,4,2,3,1,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-12-2017,HTTP Error 403: Forbidden
2017-12-15,2017,December,12,Q4,Friday,1068,"[25, 30, 31, 42, 50]","[2, 11]",178,1,4,2,3,3,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-12-2017,HTTP Error 403: Forbidden
2017-12-19,2017,December,12,Q4,Tuesday,1069,"[8, 15, 30, 38, 46]","[4, 7]",137,2,3,1,4,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-12-2017,HTTP Error 403: Forbidden
2017-12-22,2017,December,12,Q4,Friday,1070,"[5, 24, 30, 31, 43]","[3, 6]",133,2,3,3,2,4,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-12-2017,HTTP Error 403: Forbidden
2017-12-26,2017,December,12,Q4,Tuesday,1071,"[4, 17, 30, 43, 44]","[2, 10]",138,2,3,2,3,3,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-12-2017,HTTP Error 403: Forbidden
2017-12-29,2017,December,12,Q4,Friday,1072,"[4, 8, 22, 23, 48]","[1, 12]",105,4,1,1,4,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-12-2017,HTTP Error 403: Forbidden
2018-01-02,2018,January,1,Q1,Tuesday,1073,"[10, 20, 21, 28, 48]","[1, 8]",127,3,2,1,4,4,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-01-2018,HTTP Error 403: Forbidden
2018-01-05,2018,January,1,Q1,Friday,1074,"[2, 5, 20, 38, 41]","[4, 8]",106,3,2,2,3,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-01-2018,HTTP Error 403: Forbidden
2018-01-09,2018,January,1,Q1,Tuesday,1075,"[6, 12, 15, 38, 49]","[2, 9]",120,3,2,2,3,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-01-2018,HTTP Error 403: Forbidden
2018-01-12,2018,January,1,Q1,Friday,1076,"[13, 21, 23, 30, 45]","[4, 6]",132,3,2,4,1,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-01-2018,HTTP Error 403: Forbidden
2018-01-16,2018,January,1,Q1,Tuesday,1077,"[20, 23, 31, 34, 46]","[3, 12]",154,2,3,2,3,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-01-2018,HTTP Error 403: Forbidden
2018-01-19,2018,January,1,Q1,Friday,1078,"[3, 8, 17, 44, 50]","[2, 7]",122,3,2,2,3,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-01-2018,HTTP Error 403: Forbidden
2018-01-23,2018,January,1,Q1,Tuesday,1079,"[5, 8, 9, 23, 24]","[7, 8]",69,5,0,3,2,5,2,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-01-2018,HTTP Error 403: Forbidden
2018-01-26,2018,January,1,Q1,Friday,1080,"[6, 15, 24, 28, 48]","[4, 9]",121,3,2,1,4,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-01-2018,HTTP Error 403: Forbidden
2018-01-30,2018,January,1,Q1,Tuesday,1081,"[11, 15, 21, 27, 35]","[4, 5]",109,3,2,5,0,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-01-2018,HTTP Error 403: Forbidden
2018-02-02,2018,February,2,Q1,Friday,1082,"[14, 34, 36, 39, 48]","[2, 3]",171,1,4,1,4,1,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-02-2018,HTTP Error 403: Forbidden
2018-02-06,2018,February,2,Q1,Tuesday,1083,"[8, 17, 28, 34, 38]","[6, 12]",125,2,3,1,4,3,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-02-2018,HTTP Error 403: Forbidden
2018-02-09,2018,February,2,Q1,Friday,1084,"[22, 31, 36, 38, 44]","[1, 11]",171,1,4,1,4,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-02-2018,HTTP Error 403: Forbidden
2018-02-13,2018,February,2,Q1,Tuesday,1085,"[10, 13, 17, 21, 44]","[1, 10]",105,4,1,3,2,4,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-02-2018,HTTP Error 403: Forbidden
2018-02-16,2018,February,2,Q1,Friday,1086,"[10, 12, 23, 32, 50]","[4, 10]",127,3,2,1,4,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-02-2018,HTTP Error 403: Forbidden
2018-02-20,2018,February,2,Q1,Tuesday,1087,"[6, 14, 19, 25, 29]","[5, 11]",93,4,1,3,2,5,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-02-2018,HTTP Error 403: Forbidden
2018-02-23,2018,February,2,Q1,Friday,1088,"[10, 17, 18, 28, 47]","[3, 7]",120,3,2,2,3,4,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-02-2018,HTTP Error 403: Forbidden
2018-02-27,2018,February,2,Q1,Tuesday,1089,"[3, 31, 41, 48, 50]","[8, 11]",173,1,4,3,2,2,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-02-2018,HTTP Error 403: Forbidden
2018-03-02,2018,March,3,Q1,Friday,1090,"[2, 7, 34, 45, 48]","[1, 12]",136,2,3,2,3,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-03-2018,HTTP Error 403: Forbidden
2018-03-06,2018,March,3,Q1,Tuesday,1091,"[15, 20, 26, 31, 44]","[2, 9]",136,2,3,2,3,4,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-03-2018,HTTP Error 403: Forbidden
2018-03-09,2018,March,3,Q1,Friday,1092,"[9, 14, 21, 32, 44]","[1, 12]",120,3,2,2,3,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-03-2018,HTTP Error 403: Forbidden
2018-03-13,2018,March,3,Q1,Tuesday,1093,"[9, 11, 13, 33, 49]","[6, 12]",115,3,2,5,0,3,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-03-2018,HTTP Error 403: Forbidden
2018-03-16,2018,March,3,Q1,Friday,1094,"[4, 17, 24, 27, 31]","[10, 11]",103,3,2,3,2,5,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-03-2018,HTTP Error 403: Forbidden
2018-03-20,2018,March,3,Q1,Tuesday,1095,"[26, 29, 37, 39, 44]","[9, 11]",175,0,5,3,2,2,0,20,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-03-2018,HTTP Error 403: Forbidden
2018-03-23,2018,March,3,Q1,Friday,1096,"[5, 7, 11, 46, 50]","[8, 11]",119,3,2,3,2,3,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-03-2018,HTTP Error 403: Forbidden
2018-03-27,2018,March,3,Q1,Tuesday,1097,"[17, 20, 23, 40, 46]","[9, 10]",146,3,2,2,3,3,0,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-03-2018,HTTP Error 403: Forbidden
2018-03-30,2018,March,3,Q1,Friday,1098,"[12, 17, 28, 35, 47]","[7, 11]",139,2,3,3,2,3,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-03-2018,HTTP Error 403: Forbidden
2018-04-03,2018,April,4,Q2,Tuesday,1099,"[3, 8, 16, 40, 43]","[5, 8]",110,3,2,2,3,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-04-2018,HTTP Error 403: Forbidden
2018-04-06,2018,April,4,Q2,Friday,1100,"[1, 29, 33, 45, 47]","[4, 8]",155,1,4,5,0,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-04-2018,HTTP Error 403: Forbidden
2018-04-10,2018,April,4,Q2,Tuesday,1101,"[14, 27, 39, 46, 48]","[11, 12]",174,1,4,2,3,2,0,23,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-04-2018,HTTP Error 403: Forbidden
2018-04-13,2018,April,4,Q2,Friday,1102,"[5, 25, 34, 48, 50]","[6, 7]",162,2,3,2,3,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-04-2018,HTTP Error 403: Forbidden
2018-04-17,2018,April,4,Q2,Tuesday,1103,"[15, 27, 33, 39, 50]","[4, 6]",164,1,4,4,1,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-04-2018,HTTP Error 403: Forbidden
2018-04-20,2018,April,4,Q2,Friday,1104,"[3, 16, 25, 39, 44]","[7, 11]",127,3,2,3,2,3,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-04-2018,HTTP Error 403: Forbidden
2018-04-24,2018,April,4,Q2,Tuesday,1105,"[20, 23, 28, 30, 44]","[3, 7]",145,2,3,1,4,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-04-2018,HTTP Error 403: Forbidden
2018-04-27,2018,April,4,Q2,Friday,1106,"[12, 24, 40, 41, 46]","[5, 12]",163,2,3,1,4,2,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-04-2018,HTTP Error 403: Forbidden
2018-05-01,2018,May,5,Q2,Tuesday,1107,"[6, 15, 17, 42, 48]","[4, 6]",128,3,2,2,3,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-05-2018,HTTP Error 403: Forbidden
2018-05-04,2018,May,5,Q2,Friday,1108,"[6, 12, 23, 39, 45]","[9, 12]",125,3,2,3,2,3,0,21,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-05-2018,HTTP Error 403: Forbidden
2018-05-08,2018,May,5,Q2,Tuesday,1109,"[17, 25, 35, 39, 44]","[2, 5]",160,2,3,4,1,2,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-05-2018,HTTP Error 403: Forbidden
2018-05-11,2018,May,5,Q2,Friday,1110,"[3, 22, 34, 49, 50]","[8, 11]",158,2,3,2,3,2,1,19,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-05-2018,HTTP Error 403: Forbidden
2018-05-15,2018,May,5,Q2,Tuesday,1111,"[4, 16, 20, 31, 39]","[2, 12]",110,3,2,2,3,4,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-05-2018,HTTP Error 403: Forbidden
2018-05-18,2018,May,5,Q2,Friday,1112,"[5, 8, 10, 13, 31]","[3, 6]",67,4,1,3,2,5,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-05-2018,HTTP Error 403: Forbidden
2018-05-22,2018,May,5,Q2,Tuesday,1113,"[1, 11, 37, 41, 48]","[8, 12]",138,2,3,4,1,2,0,20,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-05-2018,HTTP Error 403: Forbidden
2018-05-25,2018,May,5,Q2,Friday,1114,"[13, 15, 16, 28, 41]","[4, 5]",113,3,2,3,2,4,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-05-2018,HTTP Error 403: Forbidden
2018-05-29,2018,May,5,Q2,Tuesday,1115,"[6, 11, 20, 38, 43]","[2, 4]",118,3,2,2,3,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-05-2018,HTTP Error 403: Forbidden
2018-06-01,2018,June,6,Q2,Friday,1116,"[17, 18, 24, 29, 40]","[4, 5]",128,3,2,2,3,4,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-06-2018,HTTP Error 403: Forbidden
2018-06-05,2018,June,6,Q2,Tuesday,1117,"[9, 15, 22, 39, 46]","[4, 5]",131,3,2,3,2,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-06-2018,HTTP Error 403: Forbidden
2018-06-08,2018,June,6,Q2,Friday,1118,"[8, 19, 32, 43, 46]","[2, 8]",148,2,3,2,3,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-06-2018,HTTP Error 403: Forbidden
2018-06-12,2018,June,6,Q2,Tuesday,1119,"[7, 21, 23, 36, 38]","[6, 8]",125,3,2,3,2,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-06-2018,HTTP Error 403: Forbidden
2018-06-15,2018,June,6,Q2,Friday,1120,"[23, 26, 33, 38, 49]","[1, 12]",169,1,4,3,2,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-06-2018,HTTP Error 403: Forbidden
2018-06-19,2018,June,6,Q2,Tuesday,1121,"[7, 19, 26, 42, 50]","[4, 9]",144,2,3,2,3,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-06-2018,HTTP Error 403: Forbidden
2018-06-22,2018,June,6,Q2,Friday,1122,"[14, 25, 39, 41, 44]","[2, 8]",163,2,3,3,2,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-06-2018,HTTP Error 403: Forbidden
2018-06-26,2018,June,6,Q2,Tuesday,1123,"[15, 16, 20, 34, 50]","[4, 7]",135,3,2,1,4,3,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-06-2018,HTTP Error 403: Forbidden
2018-06-29,2018,June,6,Q2,Friday,1124,"[15, 21, 23, 40, 48]","[3, 12]",147,3,2,3,2,3,0,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-06-2018,HTTP Error 403: Forbidden
2018-07-03,2018,July,7,Q3,Tuesday,1125,"[1, 12, 15, 29, 48]","[3, 5]",105,3,2,3,2,4,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-07-2018,HTTP Error 403: Forbidden
2018-07-06,2018,July,7,Q3,Friday,1126,"[8, 30, 33, 38, 48]","[2, 10]",157,1,4,1,4,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-07-2018,HTTP Error 403: Forbidden
2018-07-10,2018,July,7,Q3,Tuesday,1127,"[3, 8, 26, 33, 45]","[7, 10]",115,2,3,3,2,3,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-07-2018,HTTP Error 403: Forbidden
2018-07-13,2018,July,7,Q3,Friday,1128,"[1, 4, 14, 21, 49]","[2, 12]",89,4,1,3,2,4,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-07-2018,HTTP Error 403: Forbidden
2018-07-17,2018,July,7,Q3,Tuesday,1129,"[4, 6, 27, 48, 50]","[1, 11]",135,2,3,1,4,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-07-2018,HTTP Error 403: Forbidden
2018-07-20,2018,July,7,Q3,Friday,1130,"[2, 15, 40, 43, 46]","[3, 6]",146,2,3,2,3,2,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-07-2018,HTTP Error 403: Forbidden
2018-07-24,2018,July,7,Q3,Tuesday,1131,"[2, 4, 23, 39, 40]","[3, 9]",108,3,2,2,3,3,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-07-2018,HTTP Error 403: Forbidden
2018-07-27,2018,July,7,Q3,Friday,1132,"[11, 17, 22, 23, 41]","[6, 11]",114,4,1,4,1,4,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-07-2018,HTTP Error 403: Forbidden
2018-07-31,2018,July,7,Q3,Tuesday,1133,"[20, 25, 34, 42, 45]","[6, 11]",166,2,3,2,3,2,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-07-2018,HTTP Error 403: Forbidden
2018-08-03,2018,August,8,Q3,Friday,1134,"[7, 26, 36, 38, 43]","[6, 12]",150,1,4,2,3,2,0,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-08-2018,HTTP Error 403: Forbidden
2018-08-07,2018,August,8,Q3,Tuesday,1135,"[16, 28, 29, 30, 36]","[8, 10]",139,1,4,1,4,4,2,18,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-08-2018,HTTP Error 403: Forbidden
2018-08-10,2018,August,8,Q3,Friday,1136,"[18, 20, 36, 43, 44]","[3, 9]",161,2,3,1,4,2,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-08-2018,HTTP Error 403: Forbidden
